SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT
114587,Cash loans,F,N,Y,One child,112500.0,47970.0,4873.5,45000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.0145199999999999,1,0,0,2.0,2
114588,Cash loans,M,Y,N,No child,202500.0,935640.0,88834.5,900000.0,Family,Commercial associate,Lower Secondary & Secondary,Married,No or low rent,0.072508,1,1,1,2.0,1
114589,Cash loans,F,N,Y,Two children,108000.0,339241.5,12919.5,238500.0,Family,Public worker,Lower Secondary & Secondary,Married,Owner,0.018029,1,0,0,4.0,3
114590,Revolving loans,M,Y,N,No child,202500.0,270000.0,13500.0,270000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018801,1,0,1,2.0,2
114591,Cash loans,M,N,Y,No child,180000.0,640080.0,31261.5,450000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.0196889999999999,1,0,0,2.0,2
114592,Cash loans,M,Y,N,No child,202500.0,509400.0,40243.5,450000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.011703,1,0,0,2.0,2
114593,Cash loans,F,N,N,No child,112500.0,270000.0,10179.0,270000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.008625,1,0,0,2.0,2
114594,Cash loans,F,N,N,No child,157500.0,312768.0,20353.5,270000.0,Unaccompanied,Public worker,Higher education,Married,Tenant,0.020246,1,1,1,2.0,3
114595,Cash loans,F,N,Y,No child,76500.0,163512.0,10449.0,135000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.00702,1,1,1,2.0,2
114596,Cash loans,F,N,Y,No child,135000.0,943515.0,31311.0,814500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.035792,1,0,1,1.0,2
114597,Cash loans,F,N,Y,No child,112500.0,207306.0,14152.5,148500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.010276,1,0,0,1.0,2
114598,Cash loans,M,Y,Y,One child,90000.0,328500.0,16771.5,328500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.00963,1,0,0,3.0,2
114600,Cash loans,F,N,N,> Three children,67500.0,319500.0,21348.0,319500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.001417,1,1,0,5.0,2
114602,Revolving loans,M,N,Y,No child,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.031329,1,0,1,2.0,2
114603,Cash loans,M,Y,Y,One child,180000.0,1236816.0,40027.5,1080000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.010643,1,0,0,3.0,2
114604,Cash loans,F,N,Y,No child,153000.0,970380.0,28503.0,810000.0,Unaccompanied,Pensioner/Student/Unemployed,Higher education,Widow,Owner,0.008068,0,0,0,1.0,3
114605,Cash loans,M,N,N,No child,328500.0,1223010.0,47983.5,1125000.0,Family,Public worker,Incomplete higher,Married,Owner,0.0038179999999999,1,0,0,2.0,2
114606,Cash loans,F,N,Y,No child,90000.0,675000.0,21906.0,675000.0,Unaccompanied,Commercial associate,Higher education,Separated,Owner,0.00496,1,0,1,1.0,2
114608,Cash loans,M,N,Y,> Three children,180000.0,263686.5,27819.0,238500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,5.0,2
114609,Cash loans,M,N,Y,One child,180000.0,1227901.5,52155.0,1129500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.002506,1,0,0,2.0,2
114610,Cash loans,F,Y,Y,One child,157500.0,1002456.0,45427.5,810000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.0084739999999999,1,1,0,3.0,2
114611,Cash loans,M,N,Y,No child,135000.0,539100.0,27652.5,450000.0,Unaccompanied,Pensioner/Student/Unemployed,Higher education,Married,Owner,0.00496,0,0,0,2.0,2
114613,Cash loans,F,N,Y,Two children,112500.0,691020.0,20335.5,495000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,Owner,0.009549,1,0,0,4.0,2
114614,Cash loans,F,N,Y,No child,45000.0,269550.0,13095.0,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.04622,0,0,0,2.0,1
114615,Cash loans,F,N,Y,No child,157500.0,269550.0,16416.0,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.02461,1,0,0,2.0,2
114616,Cash loans,F,N,Y,Two children,225000.0,381528.0,24511.5,315000.0,Unaccompanied,Private worker,Higher education,Not Married,Owner,0.010966,1,0,1,3.0,2
114617,Cash loans,F,N,Y,No child,157500.0,877500.0,44932.5,877500.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.010643,1,1,1,2.0,2
114618,Cash loans,F,N,Y,No child,81000.0,227520.0,8172.0,180000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Widow,Owner,0.005002,1,1,0,1.0,3
114619,Cash loans,F,N,Y,No child,225000.0,254700.0,25321.5,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.005002,0,0,0,2.0,3
114620,Cash loans,M,Y,N,No child,121500.0,247500.0,13423.5,247500.0,Unaccompanied,Commercial associate,Higher education,Not Married,Owner,0.0066709999999999,1,1,1,1.0,2
114621,Cash loans,M,Y,Y,No child,166500.0,328405.5,26460.0,283500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.00733,1,0,0,1.0,2
114623,Cash loans,M,Y,Y,No child,126000.0,312768.0,19030.5,270000.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.028663,1,1,1,2.0,2
114624,Cash loans,F,N,Y,One child,225000.0,1256400.0,44644.5,900000.0,Family,Commercial associate,Higher education,Married,Owner,0.020713,1,0,0,3.0,3
114626,Cash loans,F,N,Y,No child,202500.0,808650.0,23773.5,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,2.0,2
114627,Revolving loans,F,N,N,One child,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.0196889999999999,1,0,0,3.0,2
114628,Cash loans,F,Y,Y,Two children,63000.0,405000.0,21969.0,405000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.008625,1,0,0,4.0,2
114629,Cash loans,F,Y,Y,No child,405000.0,270000.0,13783.5,270000.0,Unaccompanied,Public worker,Higher education,Not Married,Owner,0.001276,1,0,0,1.0,2
114630,Cash loans,F,Y,Y,No child,81000.0,95940.0,9472.5,90000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Separated,Owner,0.020713,0,0,1,1.0,3
114631,Cash loans,M,Y,N,No child,292500.0,1428408.0,76234.5,1350000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.031329,1,1,1,2.0,2
114632,Cash loans,F,N,Y,One child,180000.0,433458.0,20983.5,310500.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.025164,1,0,0,3.0,2
114633,Cash loans,F,Y,Y,No child,225000.0,521280.0,27423.0,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.009549,1,0,0,2.0,2
114636,Cash loans,F,Y,N,No child,189000.0,536917.5,28467.0,463500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.008575,1,0,0,2.0,2
114637,Cash loans,F,N,Y,No child,67500.0,184500.0,18103.5,184500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.0145199999999999,0,0,0,1.0,2
114638,Cash loans,M,N,Y,No child,297000.0,1006920.0,51543.0,900000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.00963,0,0,0,2.0,2
114639,Cash loans,F,N,Y,No child,157500.0,573628.5,25398.0,463500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.01885,0,0,0,2.0,2
114640,Cash loans,F,Y,N,No child,193500.0,733315.5,69754.5,679500.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.008575,1,0,0,2.0,2
114642,Cash loans,F,Y,N,No child,247500.0,1350000.0,53541.0,1350000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,No or low rent,0.022625,0,0,1,1.0,2
114643,Cash loans,F,Y,Y,No child,315000.0,447768.0,47511.0,405000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.04622,1,1,0,1.0,1
114646,Cash loans,F,N,Y,No child,135000.0,760225.5,32337.0,679500.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.005084,1,0,0,2.0,2
114647,Cash loans,M,N,N,No child,166500.0,225000.0,23625.0,225000.0,Unaccompanied,Private worker,Higher education,Separated,Owner,0.072508,1,1,1,1.0,1
114648,Cash loans,M,N,N,No child,112500.0,108801.0,9436.5,99000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.008575,1,0,0,1.0,2
114649,Cash loans,M,Y,Y,One child,216000.0,390960.0,21339.0,337500.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.006629,1,0,0,3.0,2
114650,Cash loans,F,N,Y,No child,211500.0,755190.0,36459.0,675000.0,Unaccompanied,Private worker,Higher education,Not Married,No or low rent,0.020713,1,0,0,1.0,3
114652,Cash loans,M,Y,Y,One child,270000.0,1391418.0,40815.0,1215000.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.072508,1,0,1,3.0,1
114655,Cash loans,F,N,Y,No child,135000.0,1293502.5,35698.5,1129500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.04622,1,1,1,2.0,1
114656,Cash loans,F,Y,Y,No child,76500.0,509400.0,37197.0,450000.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.0196889999999999,1,0,0,2.0,2
114657,Cash loans,F,Y,Y,No child,76500.0,229500.0,16101.0,229500.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.015221,1,0,1,2.0,2
114658,Cash loans,M,N,N,No child,157500.0,343800.0,10552.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.025164,1,0,0,1.0,2
114659,Cash loans,M,Y,N,No child,202500.0,675000.0,32602.5,675000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.0145199999999999,1,0,0,2.0,2
114660,Cash loans,M,Y,Y,One child,121500.0,225000.0,12334.5,225000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,No or low rent,0.025164,1,1,0,3.0,2
114661,Cash loans,F,N,Y,No child,47700.0,106974.0,6102.0,94500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.010556,0,0,0,1.0,3
114662,Cash loans,F,Y,Y,Two children,225000.0,1042812.0,30618.0,747000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.022625,1,0,0,4.0,2
114663,Revolving loans,F,Y,Y,No child,270000.0,810000.0,40500.0,810000.0,Unaccompanied,Pensioner/Student/Unemployed,Higher education,Married,Owner,0.035792,0,0,0,2.0,2
114664,Cash loans,M,Y,Y,Two children,157500.0,447768.0,32580.0,405000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0196889999999999,1,0,0,4.0,2
114665,Cash loans,F,N,Y,No child,72000.0,167895.0,16353.0,157500.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,No or low rent,0.010556,0,0,0,1.0,3
114666,Cash loans,F,N,Y,No child,67500.0,239850.0,23850.0,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018634,1,1,1,2.0,2
114669,Cash loans,F,N,Y,No child,85500.0,288873.0,16713.0,238500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.00733,1,0,1,2.0,2
114671,Cash loans,F,N,Y,Two children,225000.0,1615968.0,50868.0,1395000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.020246,1,0,0,4.0,3
114672,Cash loans,M,N,Y,One child,270000.0,1024740.0,52452.0,900000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.003069,1,0,0,3.0,3
114673,Cash loans,F,N,Y,No child,112500.0,736330.5,43978.5,666000.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.00496,0,0,0,2.0,2
114674,Cash loans,M,Y,Y,One child,225000.0,312768.0,25074.0,270000.0,Family,Commercial associate,Higher education,Married,Owner,0.007305,1,1,1,3.0,3
114675,Cash loans,M,N,Y,No child,180000.0,364896.0,24813.0,315000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,No or low rent,0.0072739999999999,1,0,0,2.0,2
114676,Cash loans,M,N,Y,No child,76500.0,611095.5,31329.0,486000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.005144,1,0,0,2.0,2
114677,Cash loans,F,N,Y,No child,135000.0,640080.0,31261.5,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018634,1,0,0,2.0,2
114678,Cash loans,F,N,Y,No child,116550.0,450000.0,20853.0,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.015221,1,0,0,2.0,2
114679,Revolving loans,F,N,Y,One child,67500.0,202500.0,10125.0,202500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.009175,1,0,1,3.0,2
114680,Cash loans,M,Y,N,One child,103500.0,148365.0,11650.5,135000.0,Unaccompanied,Commercial associate,Higher education,Married,No or low rent,0.04622,1,1,1,3.0,1
114681,Cash loans,M,N,N,One child,180000.0,106974.0,12825.0,94500.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.010556,1,0,0,3.0,3
114682,Cash loans,F,N,N,No child,180000.0,337500.0,26793.0,337500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Separated,Owner,0.00496,1,0,0,1.0,2
114683,Cash loans,F,N,Y,One child,180000.0,448056.0,21015.0,315000.0,Unaccompanied,Commercial associate,Higher education,Not Married,Owner,0.019101,1,0,0,2.0,2
114684,Cash loans,M,Y,Y,No child,157500.0,222768.0,20560.5,180000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.00823,1,0,1,2.0,2
114685,Cash loans,F,N,N,No child,135000.0,1546020.0,45333.0,1350000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,Owner,0.006629,1,0,0,2.0,2
114687,Cash loans,M,N,N,No child,108000.0,454500.0,14661.0,454500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,No or low rent,0.0116569999999999,1,1,1,1.0,1
114689,Cash loans,M,N,N,No child,126000.0,100737.0,10818.0,94500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,No or low rent,0.009334,1,0,1,1.0,2
114692,Cash loans,F,N,N,No child,103500.0,900000.0,26446.5,900000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.005313,1,1,0,2.0,2
114693,Cash loans,F,N,Y,No child,148500.0,1059795.0,35154.0,949500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.00496,0,0,1,2.0,2
114694,Cash loans,F,N,Y,No child,81000.0,67500.0,6574.5,67500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.030755,0,0,1,1.0,2
114695,Cash loans,F,Y,N,No child,157500.0,1724220.0,50413.5,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.0031219999999999,1,1,0,2.0,3
114696,Cash loans,M,Y,Y,One child,112500.0,72000.0,4869.0,72000.0,Unaccompanied,Private worker,Incomplete higher,Married,No or low rent,0.015221,1,0,1,3.0,2
114697,Cash loans,F,N,Y,One child,112500.0,491031.0,36841.5,463500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018634,1,0,0,3.0,2
114698,Cash loans,F,N,Y,No child,60750.0,149256.0,15421.5,135000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.00963,0,0,0,1.0,2
114699,Cash loans,F,N,Y,No child,121500.0,808650.0,31464.0,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.010006,1,0,0,2.0,2
114701,Cash loans,F,N,Y,No child,180000.0,1024290.0,30078.0,855000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.01885,1,0,0,2.0,2
114702,Cash loans,F,N,N,No child,225000.0,945000.0,25987.5,945000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.0096569999999999,1,0,0,2.0,2
114703,Cash loans,F,N,N,No child,157500.0,1296000.0,42831.0,1296000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0031219999999999,1,0,0,2.0,3
114704,Cash loans,M,N,N,No child,54000.0,450000.0,22018.5,450000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.018209,0,0,1,2.0,3
114705,Cash loans,M,Y,Y,No child,225000.0,325908.0,14485.5,247500.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.0072739999999999,1,0,0,2.0,2
114707,Cash loans,F,N,Y,No child,180000.0,900000.0,38133.0,900000.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.018029,1,0,1,2.0,3
114708,Cash loans,M,Y,N,One child,202500.0,269550.0,24853.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.025164,1,0,0,3.0,2
114709,Cash loans,M,Y,N,> Three children,112500.0,755190.0,29947.5,675000.0,Unaccompanied,Public worker,Higher education,Married,No or low rent,0.006207,1,1,0,10.0,2
114710,Cash loans,F,N,N,No child,40500.0,53910.0,4360.5,45000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.019101,1,0,0,2.0,2
114711,Cash loans,M,Y,Y,One child,180000.0,779688.0,39937.5,630000.0,Unaccompanied,Private worker,Incomplete higher,Married,No or low rent,0.035792,1,0,0,3.0,2
114712,Cash loans,M,Y,Y,No child,225000.0,1042560.0,34587.0,900000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.0038179999999999,0,0,0,2.0,2
114713,Cash loans,F,N,N,No child,265234.5,900000.0,23742.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.032561,1,1,1,2.0,1
114714,Cash loans,F,Y,Y,No child,180000.0,585000.0,56988.0,585000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.0035409999999999,1,0,0,2.0,1
114715,Cash loans,M,N,Y,Two children,157500.0,148365.0,10678.5,135000.0,Family,Private worker,Higher education,Married,Owner,0.010006,1,1,1,4.0,2
114716,Cash loans,M,Y,Y,No child,225000.0,450000.0,35554.5,450000.0,Family,Commercial associate,Higher education,Married,Owner,0.0145199999999999,1,1,0,2.0,2
114717,Cash loans,F,N,Y,Two children,157500.0,558855.0,44284.5,477000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,Owner,0.018634,1,0,0,4.0,2
114718,Cash loans,F,Y,N,No child,81000.0,113760.0,6660.0,90000.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.005313,1,0,0,2.0,2
114719,Cash loans,F,N,N,No child,90000.0,152820.0,15016.5,135000.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.011703,1,0,0,2.0,2
114720,Cash loans,F,N,Y,No child,121500.0,284400.0,16011.0,225000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Separated,Owner,0.032561,1,0,0,1.0,1
114721,Cash loans,F,N,N,No child,67500.0,468733.5,21982.5,387000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.030755,1,0,0,2.0,2
114722,Cash loans,M,Y,N,No child,135000.0,781920.0,28215.0,675000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.00496,1,0,0,2.0,2
114723,Cash loans,F,N,Y,No child,72000.0,229500.0,14076.0,229500.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.026392,0,0,0,1.0,2
114724,Cash loans,F,N,Y,No child,292500.0,225000.0,24232.5,225000.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.010006,1,1,1,2.0,2
114725,Cash loans,F,N,N,No child,202500.0,269550.0,18234.0,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018801,1,0,1,2.0,2
114726,Cash loans,F,N,Y,One child,67500.0,225000.0,12915.0,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.02461,1,1,1,3.0,2
114727,Cash loans,M,Y,Y,One child,225000.0,254700.0,27153.0,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0228,1,1,1,3.0,2
114728,Cash loans,M,N,Y,One child,135000.0,167895.0,17757.0,157500.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.019101,1,0,0,3.0,2
114729,Cash loans,F,N,Y,No child,247500.0,1206954.0,35419.5,945000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.032561,0,0,1,2.0,1
114730,Cash loans,M,N,Y,One child,180000.0,900000.0,67423.5,900000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.028663,1,0,1,3.0,2
114731,Revolving loans,M,N,Y,One child,148500.0,270000.0,13500.0,270000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.025164,1,0,0,3.0,2
114732,Cash loans,M,Y,N,No child,180000.0,592560.0,31153.5,450000.0,Family,Public worker,Lower Secondary & Secondary,Married,Owner,0.025164,1,0,0,2.0,2
114733,Cash loans,F,N,Y,No child,180000.0,1056447.0,34209.0,922500.0,Family,Private worker,Higher education,Not Married,Owner,0.008019,1,0,0,1.0,2
114734,Cash loans,F,N,Y,No child,148500.0,894766.5,29700.0,679500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.002134,1,0,0,2.0,3
114735,Cash loans,M,N,N,No child,135000.0,1029658.5,31347.0,922500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.006852,1,0,0,2.0,3
114736,Cash loans,M,Y,N,No child,225000.0,1215000.0,35523.0,1215000.0,Family,Commercial associate,Higher education,Married,Owner,0.020713,1,1,0,2.0,3
114737,Cash loans,F,Y,N,No child,112500.0,772686.0,25056.0,553500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.01885,1,0,0,2.0,2
114738,Cash loans,M,N,Y,No child,225000.0,975771.0,28660.5,814500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.007114,1,0,0,1.0,2
114739,Cash loans,F,N,Y,No child,63000.0,545040.0,17536.5,450000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.031329,0,0,0,2.0,2
114742,Cash loans,M,Y,N,No child,256500.0,450000.0,47254.5,450000.0,Unaccompanied,Pensioner/Student/Unemployed,Higher education,Married,Owner,0.010556,0,0,1,2.0,3
114743,Cash loans,F,N,N,No child,135000.0,454500.0,19255.5,454500.0,Family,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.04622,1,0,1,2.0,1
114744,Cash loans,M,N,Y,No child,40500.0,127350.0,7438.5,112500.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.020246,0,0,0,2.0,3
114745,Cash loans,F,N,Y,One child,225000.0,544500.0,21433.5,544500.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Separated,Owner,0.018209,0,0,0,2.0,3
114746,Cash loans,F,N,Y,Two children,247500.0,1024740.0,43546.5,900000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.008019,1,0,1,4.0,2
114747,Cash loans,F,N,Y,One child,157500.0,331110.0,34056.0,292500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0116569999999999,1,0,0,3.0,1
114748,Cash loans,F,N,N,One child,67500.0,545040.0,26640.0,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.005313,1,1,0,3.0,2
114749,Cash loans,F,N,N,Two children,135000.0,1288350.0,37669.5,1125000.0,Unaccompanied,Public worker,Higher education,Married,Owner,0.003069,1,1,1,4.0,3
114750,Cash loans,F,N,N,No child,112500.0,545040.0,36553.5,450000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.00496,1,0,0,2.0,2
114751,Cash loans,M,N,Y,No child,225000.0,397017.0,20398.5,301500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0116569999999999,1,0,0,2.0,1
114752,Cash loans,F,N,Y,No child,135000.0,781920.0,28215.0,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.002042,1,0,0,2.0,3
114753,Cash loans,M,N,Y,No child,135000.0,253737.0,30109.5,229500.0,Unaccompanied,Private worker,Higher education,Not Married,Owner,0.0145199999999999,1,1,0,1.0,2
114754,Cash loans,F,N,N,No child,157500.0,675000.0,29862.0,675000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.035792,0,0,0,2.0,2
114756,Cash loans,M,N,Y,No child,90000.0,675000.0,26770.5,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.01885,1,1,1,2.0,2
114758,Revolving loans,F,N,Y,One child,135000.0,270000.0,13500.0,270000.0,Family,Commercial associate,Higher education,Married,Owner,0.031329,1,0,0,3.0,2
114759,Cash loans,F,N,Y,One child,72000.0,269550.0,12001.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.016612,1,1,1,3.0,2
114760,Cash loans,F,N,Y,No child,202500.0,544491.0,17563.5,454500.0,Unaccompanied,Commercial associate,Higher education,Not Married,Owner,0.025164,1,0,0,1.0,2
114761,Cash loans,M,Y,N,No child,157500.0,343377.0,22486.5,283500.0,Unaccompanied,Private worker,Higher education,Not Married,Owner,0.00496,1,0,0,1.0,2
114762,Cash loans,F,Y,N,No child,85500.0,50940.0,5616.0,45000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.031329,1,0,0,2.0,2
114763,Cash loans,M,N,Y,No child,144000.0,239850.0,23494.5,225000.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.030755,0,0,0,2.0,2
114764,Cash loans,F,N,Y,No child,157500.0,338832.0,23049.0,292500.0,Unaccompanied,Pensioner/Student/Unemployed,Higher education,Widow,Owner,0.010006,0,0,0,1.0,2
114765,Cash loans,F,N,Y,No child,81000.0,98910.0,7785.0,90000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.009175,1,1,1,2.0,2
114766,Cash loans,F,N,Y,No child,119250.0,166500.0,9558.0,166500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Separated,Owner,0.026392,0,0,1,1.0,2
